objectid,calle,codigo,foto,geo_shape,geo_point_2d
411,AVDA. DEL PUERTO/MANUEL CANDELA (RTE. LOS BOLOS),1205,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1205.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.351682989598276, 39.46548843302171], 'type': 'Point'}, 'properties': {}}","{'lon': -0.351682989598276, 'lat': 39.46548843302171}"
416,PARQUE DE CABECERA N 7-FRENTE CASA JARDINERIA,462,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/462.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4099799992034825, 39.47594833280378], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4099799992034825, 'lat': 39.47594833280378}"
423,PARQUE MARCHALENES 5ª,526,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/526.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38145399091724197, 39.48648071154373], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38145399091724197, 'lat': 39.48648071154373}"
424,PLAZA ESCULTO FRECHINA,903,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/903.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3895159963560681, 39.45098495433642], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3895159963560681, 'lat': 39.45098495433642}"
429,PINTOR MAELLA 1ª BASKET,1227,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1227.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34832501403728133, 39.46038818199183], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34832501403728133, 'lat': 39.46038818199183}"
435,TRAMO III PTE ADEMUZ LAGO,327,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/327.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3910590110832742, 39.47784805203812], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3910590110832742, 'lat': 39.47784805203812}"
436,TRAMO III INTERIOR PISTAS ATLETISMO 2ª,331,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/331.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3936380142214203, 39.47647857640608], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3936380142214203, 'lat': 39.47647857640608}"
440,BARIG S/Nº -C/ DEL SAUCE,1636,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1636.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39278900715593906, 39.493888854429976], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39278900715593906, 'lat': 39.493888854429976}"
443,ECONOMISTA GAY 2,507,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/507.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3800719968377004, 39.48871993948589], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3800719968377004, 'lat': 39.48871993948589}"
449,POLO Y PEYROLON (MERCADONA),611,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/611.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35489401103126184, 39.47378158516055], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35489401103126184, 'lat': 39.47378158516055}"
456,PARQUE BENICALAP COPA,1623,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1623.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3964760007976512, 39.49608230504238], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3964760007976512, 'lat': 39.49608230504238}"
457,TRAMO II JUNTO CASA JARDINERIA,441,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/441.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4028950028837555, 39.47480010959844], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4028950028837555, 'lat': 39.47480010959844}"
459,CEMENTERIO GENERAL SECC.9 (CEMENTERIO NEUTRO ),C081b,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C081b.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40033599704114076, 39.44862365669474], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40033599704114076, 'lat': 39.44862365669474}"
460,CEMENTERIO GENERAL SECC. 12,C083,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C083.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40082699014443757, 39.44853210411755], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40082699014443757, 'lat': 39.44853210411755}"
461,JARDIN TRES CRUCES -C/ DE LA SEGONA REPUBLICA,808,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/808.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40290901010483277, 39.45948028486383], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40290901010483277, 'lat': 39.45948028486383}"
301,PLAZA EMILI BEUT I BERENGUER,1418,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1418.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3568840032419659, 39.4893798818649], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3568840032419659, 'lat': 39.4893798818649}"
304,CEMENTERIO GENERAL SECC.19-7,C007,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C007.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3975299885271513, 39.450508117034886], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3975299885271513, 'lat': 39.450508117034886}"
307,INTERIOR JARDÍN NAZARET,1124,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1124.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3326190108025216, 39.44407653724249], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3326190108025216, 'lat': 39.44407653724249}"
311,ALBALAT DELS TARONGERS 3ª,1356,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1356.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3493280108117704, 39.478595733645555], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3493280108117704, 'lat': 39.478595733645555}"
315,PLAZA NAPOLES Y SICILIA,103,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/103.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3729479907678017, 39.47523116938104], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3729479907678017, 'lat': 39.47523116938104}"
320,MERCADO DEL GRAO 2ª,1118,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1118.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33456298650022287, 39.46162414532981], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33456298650022287, 'lat': 39.46162414532981}"
322,ARABISTA AMBROSIO HUICI,1043,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1043.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36322599658565335, 39.45491027749565], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36322599658565335, 'lat': 39.45491027749565}"
328,INGENIERO JOSE SIRERA 30,910,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/910.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3909080024019054, 39.44673919553278], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3909080024019054, 'lat': 39.44673919553278}"
331,CEMENTERIO CABAÑAL.SEC. 5-13,1354,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1354.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3381620057056384, 39.47483444135765], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3381620057056384, 'lat': 39.47483444135765}"
332,PL SAN SEBASTIAN,341,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/341.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3865819997998638, 39.475292999275105], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3865819997998638, 'lat': 39.475292999275105}"
333,PLAZA PEDAGOGA RAQUEL PAYA,1029,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1029.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3728730085677302, 39.45749282737738], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3728730085677302, 'lat': 39.45749282737738}"
337,PLAZA IGLESIA DE LOS ANGELES,1111,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1111.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3317840099672135, 39.47236251683931], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3317840099672135, 'lat': 39.47236251683931}"
338,FONTILLES,1123,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1123.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3333410017548098, 39.449623107859004], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3333410017548098, 'lat': 39.449623107859004}"
339,PLAZA ARMADA ESPAÑOLA (JUNTO AL Nº 1- FARMACIA),1144,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1144.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3299989986083111, 39.46324920592677], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3299989986083111, 'lat': 39.46324920592677}"
340,PLAZA DE PERE II EL CEREMONIOSO ( LEBON ),1236,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1236.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3494360154754925, 39.46257400382321], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3494360154754925, 'lat': 39.46257400382321}"
341,ENTRADA VIÑERO (CASTELLAR),1927,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1927.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.370608002557026, 39.42832565248864], 'type': 'Point'}, 'properties': {}}","{'lon': -0.370608002557026, 'lat': 39.42832565248864}"
344,CEMENTERIO CABAÑAL. CENTRO 1--SEC.5ª,1355,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1355.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33843299711908675, 39.47522353966985], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33843299711908675, 'lat': 39.47522353966985}"
346,CEMENTERIO GENERAL SECC.9,C082,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C082.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3999150098924689, 39.44899749642383], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3999150098924689, 'lat': 39.44899749642383}"
352,CEMENTERIO GENERAL SEC 20-2,C122,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C122.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3991079919614829, 39.44332122766159], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3991079919614829, 'lat': 39.44332122766159}"
353,CEMENTERIO GENERAL SEC 19-49,C049,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C049.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4007219960492466, 39.45029067863551], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4007219960492466, 'lat': 39.45029067863551}"
355,PASEO MARITIMO 1ª JUNTO MONUMENTO CHANQUETE,1101,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1101.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32463699612438196, 39.46839141738095], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32463699612438196, 'lat': 39.46839141738095}"
358,PAI LA TORRE BARRAQUES,1952,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1952.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3972220129850418, 39.43376541034044], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3972220129850418, 'lat': 39.43376541034044}"
367,MOSEN CUENCA (PINEDO),1917,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1917.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33798798822160037, 39.422374725239514], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33798798822160037, 'lat': 39.422374725239514}"
536,PASEO MARÍTIMO DE PINEDO/PLAYA DE PINEDO CRUZ,1940,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1940.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33420100770908334, 39.42182159394584], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33420100770908334, 'lat': 39.42182159394584}"
537,DR. LOPEZ IBOR (1),449,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/449.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40073400627869576, 39.47655105477597], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40073400627869576, 'lat': 39.47655105477597}"
538,DR. LOPEZ IBOR (2),450,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/450.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40000900521218447, 39.47668075559967], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40000900521218447, 'lat': 39.47668075559967}"
545,PLAZA DE JESUS,821,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/821.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3888430001932375, 39.46007537747054], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3888430001932375, 'lat': 39.46007537747054}"
549,JARDIN PINTOR ISMAEL BLAT FRENTE N. 25,1934,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1934.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39046499062792217, 39.43200683445297], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39046499062792217, 'lat': 39.43200683445297}"
550,PARQUE OESTE FUENTE 8,724,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/724.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39471700779722235, 39.46543121252115], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39471700779722235, 'lat': 39.46543121252115}"
552,INGENIERO JOSE SIRERA 24,909,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/909.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3916620008928951, 39.44690322761619], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3916620008928951, 'lat': 39.44690322761619}"
554,CEMENTERIO GENERAL SECC.19-29,C029,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C029.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39912098524038847, 39.45143127347979], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39912098524038847, 'lat': 39.45143127347979}"
558,MIRAMBELL / MARIANO ALBESA (JARDIN),1201,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1201.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34353598905415633, 39.46539306471144], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34353598905415633, 'lat': 39.46539306471144}"
559,PINTOR NICOLAU (JARDIN),1206,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1206.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34874299163311384, 39.466346740237064], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34874299163311384, 'lat': 39.466346740237064}"
561,C/ SILLA,1826,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1826.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.42001999999022854, 39.49948999938695], 'type': 'Point'}, 'properties': {}}","{'lon': -0.42001999999022854, 'lat': 39.49948999938695}"
571,CEMENTERIO DEL GRAO 1,1121,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1121.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3402970129851085, 39.455406187873265], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3402970129851085, 'lat': 39.455406187873265}"
574,PLAYA EL SALER (JUNTO LAGO)FTE RETIRADA-NO EXISTE,1904,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1904.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-1.462788782018645e-10, 0], 'type': 'Point'}, 'properties': {}}","{'lon': -1.462788782018645e-10, 'lat': 0.0}"
576,L'ALCUDIA DE CRESPINS FRENTE Nº7 / AV.  CONSTITUCION,1528,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1528.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37366500497240096, 39.493480680871606], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37366500497240096, 'lat': 39.493480680871606}"
577,HISTORIADOR CHABRET ( frente nº6  ),1529,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1529.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36945998753446535, 39.49314880294084], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36945998753446535, 'lat': 39.49314880294084}"
580,AVDA. JUAN XXIII ENTRE 31-33 (PARQUE),1632,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1632.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38371101072987324, 39.49279785074247], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38371101072987324, 'lat': 39.49279785074247}"
582,PARQUE JUNTO ESTCIÓN LAS CAROLINAS,1822,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1822.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.42528000448360137, 39.49875259291678], 'type': 'Point'}, 'properties': {}}","{'lon': -0.42528000448360137, 'lat': 39.49875259291678}"
583,AVENIDA  DE LA ESTACION ( FRENTE Nº 29 ),1824,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1824.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.42183399122816545, 39.50098037570911], 'type': 'Point'}, 'properties': {}}","{'lon': -0.42183399122816545, 'lat': 39.50098037570911}"
586,MERCADO DEL GRAO 1º,1117,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1117.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3349939883527972, 39.46138763320046], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3349939883527972, 'lat': 39.46138763320046}"
593,PLAYA ARBRE DEL GOS 2ª ( JUNTO CRUZ ROJA ),1947,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1947.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3322179905227201, 39.40649032509547], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3322179905227201, 'lat': 39.40649032509547}"
596,CAUCE RIO TRAMO XV-MARGEN IZQUIERDA ( FRENTE DELFINARIO ),1050,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1050.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34466299474973766, 39.454151152465606], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34466299474973766, 'lat': 39.454151152465606}"
602,CEMENTERIO GENERAL SECC. 19-27,C027,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C027.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3989810043253755, 39.45079803391359], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3989810043253755, 'lat': 39.45079803391359}"
604,SANTA ROSA-Plaza del athlete Jose Andres el Roget,609,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/609.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3589330022394277, 39.46841049077204], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3589330022394277, 'lat': 39.46841049077204}"
610,CEMENTERIO GENERAL SECC. 19-10,C010,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C010.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3977020074314224, 39.45059204017325], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3977020074314224, 'lat': 39.45059204017325}"
611,PLAZA DE ROMA,703,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/703.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3986079995096433, 39.47113418435575], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3986079995096433, 'lat': 39.47113418435575}"
612,PLAZA DE MAGUNCIA,715,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/715.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4010090001086466, 39.465444998551796], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4010090001086466, 'lat': 39.465444998551796}"
613,PARQUE OESTE FUENTE 7 ( retirada el 21-05-16 ),723,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/723.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3957889967552629, 39.4660644520992], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3957889967552629, 'lat': 39.4660644520992}"
617,CEMENTERIO CABAÑAL SEC. 5-8,1339,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1339.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3387970038889248, 39.47449493357588], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3387970038889248, 'lat': 39.47449493357588}"
619,"VELODROMO LUIS PUIG, 1",1805,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1805.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4263570006154089, 39.50088119423393], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4263570006154089, 'lat': 39.50088119423393}"
622,TRAMO XIV FRENTE REINA SOFIA,1042,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1042.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3559060095553977, 39.460014342407675], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3559060095553977, 'lat': 39.460014342407675}"
627,"VELODROMO LUIS PUCH, 2",1806,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1806.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.42658498822365637, 39.50120162865302], 'type': 'Point'}, 'properties': {}}","{'lon': -0.42658498822365637, 'lat': 39.50120162865302}"
628,JARDINES CUEVAS CAMALES (BENIMAMET),1807,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1807.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.416691005366732, 39.5021705615172], 'type': 'Point'}, 'properties': {}}","{'lon': -0.416691005366732, 'lat': 39.5021705615172}"
635,EDUARDO SOLER PEREZ/VALLE BALLESTERA,447,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/447.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40029698586485296, 39.477867125257376], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40029698586485296, 'lat': 39.477867125257376}"
636,MINIATURISTA MESEGUER JUNTO MESAS DE PICNIC,1825,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1825.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4168170085690027, 39.50195693883289], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4168170085690027, 'lat': 39.50195693883289}"
468,CEMENTERIO CABAÑAL SEC. 5-5,1336,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1336.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3389610045140485, 39.47497940005155], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3389610045140485, 'lat': 39.47497940005155}"
470,PLAZA JOSE MARIA GIMENEZ FAYOS 1ª (PAI)- BENICALAP SUR,1627,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1627.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38546299842090687, 39.49623870790868], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38546299842090687, 'lat': 39.49623870790868}"
472,POBLET DE CASTELLAR,1926,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1926.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3693659899433249, 39.42795944116041], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3693659899433249, 'lat': 39.42795944116041}"
483,CEMENTERIO GENERAL SEC 5-DCHA,C056,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C056.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39767000155184096, 39.44950866589497], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39767000155184096, 'lat': 39.44950866589497}"
487,CEMENTERIO GENERAL SEC. 1 DCHA,C095,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C095.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39903199642232057, 39.44772720247415], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39903199642232057, 'lat': 39.44772720247415}"
500,C/ FILIPINAS,216,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/216.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37801100029662693, 39.45826499956806], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37801100029662693, 'lat': 39.45826499956806}"
504,RIOLA/AVDA. TAMARINDOS (PARQUE),466,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/466.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40244698554222214, 39.47975921525974], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40244698554222214, 'lat': 39.47975921525974}"
505,AVDA. ECUADOR FRENTE ‚Nº 95 (JARDIN)- BENICALAP NORTE,1629,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1629.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3923720122156639, 39.49640655408531], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3923720122156639, 'lat': 39.49640655408531}"
516,CEMENTERIO GENERAL SEC 10,C119b,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C119b.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39928999546401106, 39.447418211569556], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39928999546401106, 'lat': 39.447418211569556}"
525,BORRASCA 2ª,832,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/832.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39899200127619605, 39.455463409248246], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39899200127619605, 'lat': 39.455463409248246}"
527,PLAZA BENIMARFULL,837,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/837.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40094101474347077, 39.45860671881447], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40094101474347077, 'lat': 39.45860671881447}"
528,REPUBLICA COSTA DE MARFIL / 1º DE MAYO,901,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/901.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3873139918801308, 39.448959349574444], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3873139918801308, 'lat': 39.448959349574444}"
712,CEMENTERIO CAMPANAR 4,416,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/416.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40503099484303035, 39.48401260273129], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40503099484303035, 'lat': 39.48401260273129}"
718,C/ REMIGIO SOLER TOMAS (PINTOR),1957,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1957.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39410100094142997, 39.4367799988179], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39410100094142997, 'lat': 39.4367799988179}"
719,NORTE / DOCTOR ZAMENHOF,302,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/302.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39117598550203775, 39.4758262626002], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39117598550203775, 'lat': 39.4758262626002}"
